bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2023-03-04,2023-03-05,T1,Trabzonspor,Umraniyespor,home,away,1.41,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-03,2022-23
2023-03-05,2023-03-06,T1,Besiktas,Ankaragucu,home,home,1.51,10.0,True,5.1,"league|market_prob_bucket=T1|[0.55,1.00]",2023-03,2022-23
2023-03-11,2023-03-12,T1,Galatasaray,Kasimpasa,home,home,1.27,10.0,True,2.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-03,2022-23
2023-03-12,2023-03-13,T1,Trabzonspor,Ad. Demirspor,home,home,1.69,10.0,True,6.9,"league|market_prob_bucket=T1|[0.55,1.00]",2023-03,2022-23
2023-03-18,2023-03-19,T1,Besiktas,Istanbulspor,home,home,1.26,10.0,True,2.6,"league|market_prob_bucket=T1|[0.55,1.00]",2023-03,2022-23
2023-04-01,2023-04-02,T1,Galatasaray,Ad. Demirspor,home,home,1.43,10.0,True,4.3,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-01,2023-04-02,T1,Trabzonspor,Kayserispor,home,away,1.49,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-08,2023-04-09,T1,Ankaragucu,Istanbulspor,home,home,1.67,10.0,True,6.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-09,2023-04-10,T1,Besiktas,Giresunspor,home,home,1.4,10.0,True,4.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-10,2023-04-11,T1,Karagumruk,Fenerbahce,away,away,1.64,10.0,True,6.4,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-14,2023-04-15,T1,Galatasaray,Kayserispor,home,home,1.3,10.0,True,3.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-15,2023-04-16,T1,Fenerbahce,Ankaragucu,home,home,1.34,10.0,True,3.4,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-18,2023-04-19,T1,Alanyaspor,Galatasaray,away,away,1.48,10.0,True,4.8,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-22,2023-04-23,T1,Umraniyespor,Besiktas,away,away,1.7,10.0,True,7.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-23,2023-04-24,T1,Galatasaray,Karagumruk,home,draw,1.28,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-23,2023-04-24,T1,Ad. Demirspor,Kayserispor,home,home,1.59,10.0,True,5.9,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-04-24,2023-04-25,T1,Fenerbahce,Istanbulspor,home,draw,1.22,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-04,2022-23
2023-05-01,2023-05-02,I2,Ascoli,Pisa,draw,home,3.06,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Sudtirol,Genoa,draw,draw,3.07,10.0,True,20.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Venezia,Modena,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Bari,Cittadella,draw,draw,3.21,10.0,True,22.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Benevento,Parma,draw,draw,3.22,10.0,True,22.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Como,Palermo,draw,draw,3.28,10.0,True,22.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Brescia,Cosenza,draw,home,3.33,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-05,2023-05-06,I2,Perugia,Cagliari,draw,away,3.07,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,T1,Ad. Demirspor,Alanyaspor,home,home,1.54,10.0,True,5.4,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-06,2023-05-07,I2,Modena,Bari,draw,draw,3.01,10.0,True,20.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Cosenza,Venezia,draw,draw,3.07,10.0,True,20.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Reggina,Como,draw,home,3.17,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Cittadella,Benevento,draw,home,3.21,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Pisa,Frosinone,draw,away,3.25,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Ternana,Sudtirol,draw,away,3.31,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-07,2023-05-08,T1,Giresunspor,Fenerbahce,away,draw,1.48,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-08,2023-05-09,T1,Galatasaray,Buyuksehyr,home,home,1.43,10.0,True,4.3,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-13,2023-05-14,I2,Sudtirol,Cittadella,draw,draw,2.92,10.0,True,19.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Como,Ternana,draw,home,2.98,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Frosinone,Genoa,draw,home,3.04,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Brescia,Pisa,draw,draw,3.13,10.0,True,21.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Bari,Reggina,draw,home,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Spal,Parma,draw,away,3.25,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Ascoli,Cosenza,draw,draw,3.29,10.0,True,22.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-13,2023-05-14,I2,Benevento,Modena,draw,home,3.34,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-16,2023-05-17,T1,Istanbulspor,Galatasaray,away,away,1.3,10.0,True,3.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-17,2023-05-18,T1,Buyuksehyr,Umraniyespor,home,draw,1.69,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-18,2023-05-19,T1,Fenerbahce,Trabzonspor,home,home,1.55,10.0,True,5.5,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-19,2023-05-20,I2,Modena,Sudtirol,draw,home,3.1,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-19,2023-05-20,I2,Parma,Venezia,draw,home,3.36,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-19,2023-05-20,I2,Ternana,Frosinone,draw,away,3.39,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-19,2023-05-20,I2,Cittadella,Como,draw,draw,3.41,10.0,True,24.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-19,2023-05-20,I2,Palermo,Brescia,draw,draw,3.45,10.0,True,24.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-19,2023-05-20,I2,Reggina,Ascoli,draw,home,3.47,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-20,2023-05-21,T1,Galatasaray,Sivasspor,home,home,1.28,10.0,True,2.8,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-22,2023-05-23,T1,Trabzonspor,Karagumruk,home,home,1.62,10.0,True,6.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-30,2023-05-31,T1,Fenerbahce,Antalyaspor,home,home,1.33,10.0,True,3.3,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-05-30,2023-05-31,T1,Ankaragucu,Galatasaray,away,away,1.48,10.0,True,4.8,"league|market_prob_bucket=T1|[0.55,1.00]",2023-05,2022-23
2023-06-03,2023-06-04,T1,Trabzonspor,Alanyaspor,home,home,1.49,10.0,True,4.9,"league|market_prob_bucket=T1|[0.55,1.00]",2023-06,2022-23
2023-06-03,2023-06-04,T1,Kasimpasa,Besiktas,away,away,1.67,10.0,True,6.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-06,2022-23
2023-06-06,2023-06-07,T1,Sivasspor,Kayserispor,home,draw,1.7,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-06,2022-23
2023-06-07,2023-06-08,T1,Besiktas,Konyaspor,home,draw,1.38,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-06,2022-23
2023-06-07,2023-06-08,T1,Istanbulspor,Umraniyespor,home,home,1.47,10.0,True,4.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-06,2022-23
2023-08-12,2023-08-13,T1,Kayserispor,Galatasaray,away,draw,1.6,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-13,2023-08-14,T1,Fenerbahce,Gaziantep,home,home,1.31,10.0,True,3.1,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-13,2023-08-14,T1,Ad. Demirspor,Rizespor,home,home,1.57,10.0,True,5.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-14,2023-08-15,T1,Karagumruk,Besiktas,away,away,1.66,10.0,True,6.6,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-18,2023-08-19,I2,Bari,Palermo,draw,draw,3.07,10.0,True,20.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-19,2023-08-20,T1,Galatasaray,Trabzonspor,home,home,1.6,10.0,True,6.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-19,2023-08-20,I2,Cosenza,Ascoli,draw,home,2.96,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-19,2023-08-20,I2,Ternana,Sampdoria,draw,away,3.37,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-19,2023-08-20,I2,Cremonese,Catanzaro,draw,draw,3.38,10.0,True,23.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-20,2023-08-21,T1,Besiktas,Pendikspor,home,draw,1.24,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-20,2023-08-21,T1,Buyuksehyr,Karagumruk,home,away,1.64,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-20,2023-08-21,I2,Sudtirol,Spezia,draw,draw,3.03,10.0,True,20.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-20,2023-08-21,I2,Cittadella,Reggiana,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-20,2023-08-21,I2,Venezia,Como,draw,home,3.29,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-21,2023-08-22,T1,Samsunspor,Fenerbahce,away,away,1.56,10.0,True,5.6,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-25,2023-08-26,I2,Sampdoria,Pisa,draw,away,3.28,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-26,2023-08-27,T1,Trabzonspor,Rizespor,home,away,1.48,10.0,False,-10.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-08,2023-24
2023-08-26,2023-08-27,I2,FeralpiSalo,Sudtirol,draw,away,3.06,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-26,2023-08-27,I2,Modena,Ascoli,draw,home,3.27,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-26,2023-08-27,I2,Como,Reggiana,draw,draw,3.28,10.0,True,22.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-26,2023-08-27,I2,Cremonese,Bari,draw,away,3.3,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-26,2023-08-27,I2,Parma,Cittadella,draw,home,3.36,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-27,2023-08-28,I2,Catanzaro,Ternana,draw,home,3.24,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-29,2023-08-30,I2,Pisa,Parma,draw,away,3.07,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-29,2023-08-30,I2,Cosenza,Modena,draw,away,3.19,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-29,2023-08-30,I2,Reggiana,Palermo,draw,away,3.2,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-29,2023-08-30,I2,Ascoli,FeralpiSalo,draw,home,3.4,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-30,2023-08-31,I2,Bari,Cittadella,draw,draw,3.08,10.0,True,20.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-30,2023-08-31,I2,Ternana,Cremonese,draw,away,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-30,2023-08-31,I2,Catanzaro,Spezia,draw,home,3.25,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-08-30,2023-08-31,I2,Sampdoria,Venezia,draw,away,3.39,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-08,2023-24
2023-09-02,2023-09-03,T1,Gaziantep,Galatasaray,away,away,1.4,10.0,True,4.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-02,2023-09-03,I2,Sudtirol,Ascoli,draw,home,2.94,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-02,2023-09-03,I2,Modena,Pisa,draw,home,2.99,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-03,2023-09-04,T1,Besiktas,Sivasspor,home,home,1.42,10.0,True,4.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-03,2023-09-04,T1,Ankaragucu,Fenerbahce,away,away,1.68,10.0,True,6.8,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-03,2023-09-04,I2,Cittadella,Venezia,draw,draw,3.06,10.0,True,20.6,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-03,2023-09-04,I2,Ternana,Bari,draw,draw,3.09,10.0,True,20.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-03,2023-09-04,I2,Brescia,Cosenza,draw,home,3.18,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-03,2023-09-04,I2,Cremonese,Sampdoria,draw,draw,3.32,10.0,True,23.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-15,2023-09-16,I2,Venezia,Spezia,draw,home,3.43,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,T1,Galatasaray,Samsunspor,home,home,1.33,10.0,True,3.3,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-16,2023-09-17,T1,Ad. Demirspor,Pendikspor,home,home,1.49,10.0,True,4.9,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-16,2023-09-17,I2,Cosenza,Sudtirol,draw,draw,2.99,10.0,True,19.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,I2,Reggiana,Cremonese,draw,draw,3.15,10.0,True,21.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,I2,Lecco,Brescia,draw,away,3.16,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,I2,Pisa,Bari,draw,draw,3.18,10.0,True,21.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,I2,Ascoli,Palermo,draw,away,3.21,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-16,2023-09-17,I2,FeralpiSalo,Modena,draw,draw,3.22,10.0,True,22.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-17,2023-09-18,T1,Fenerbahce,Antalyaspor,home,home,1.38,10.0,True,3.8,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-17,2023-09-18,I2,Catanzaro,Parma,draw,away,3.25,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-17,2023-09-18,I2,Como,Ternana,draw,home,3.36,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-18,2023-09-19,I2,Sampdoria,Cittadella,draw,away,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-23,2023-09-24,I2,FeralpiSalo,Pisa,draw,away,3.1,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-23,2023-09-24,I2,Brescia,Venezia,draw,draw,3.11,10.0,True,21.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-23,2023-09-24,I2,Ternana,Sudtirol,draw,draw,3.23,10.0,True,22.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-23,2023-09-24,I2,Spezia,Reggiana,draw,away,3.43,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-24,2023-09-25,T1,Besiktas,Kayserispor,home,home,1.37,10.0,True,3.7,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-24,2023-09-25,T1,Alanyaspor,Fenerbahce,away,away,1.62,10.0,True,6.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-24,2023-09-25,I2,Bari,Catanzaro,draw,draw,3.08,10.0,True,20.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-24,2023-09-25,I2,Cittadella,Como,draw,away,3.29,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-24,2023-09-25,I2,Parma,Sampdoria,draw,draw,3.34,10.0,True,23.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,T1,Istanbulspor,Galatasaray,away,away,1.31,10.0,True,3.1,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-26,2023-09-27,I2,Sudtirol,Modena,draw,draw,2.87,10.0,True,18.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,I2,Lecco,FeralpiSalo,draw,away,3.03,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,I2,Reggiana,Pisa,draw,draw,3.07,10.0,True,20.7,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,I2,Ascoli,Ternana,draw,home,3.11,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,I2,Cosenza,Cremonese,draw,away,3.13,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-26,2023-09-27,I2,Venezia,Palermo,draw,away,3.22,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-27,2023-09-28,I2,Catanzaro,Cittadella,draw,draw,3.15,10.0,True,21.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-27,2023-09-28,I2,Como,Sampdoria,draw,home,3.28,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-27,2023-09-28,I2,Parma,Bari,draw,home,3.35,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-28,2023-09-29,T1,Fenerbahce,Buyuksehyr,home,home,1.42,10.0,True,4.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-30,2023-10-01,T1,Galatasaray,Ankaragucu,home,home,1.3,10.0,True,3.0,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-30,2023-10-01,T1,Trabzonspor,Pendikspor,home,home,1.51,10.0,True,5.1,"league|market_prob_bucket=T1|[0.55,1.00]",2023-09,2023-24
2023-09-30,2023-10-01,I2,FeralpiSalo,Spezia,draw,away,3.15,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-30,2023-10-01,I2,Brescia,Ascoli,draw,draw,3.18,10.0,True,21.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-30,2023-10-01,I2,Modena,Venezia,draw,away,3.25,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-30,2023-10-01,I2,Ternana,Reggiana,draw,home,3.26,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-09-30,2023-10-01,I2,Pisa,Cosenza,draw,away,3.48,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-09,2023-24
2023-10-01,2023-10-02,T1,Fenerbahce,Rizespor,home,home,1.34,10.0,True,3.4,"league|market_prob_bucket=T1|[0.55,1.00]",2023-10,2023-24
2023-10-01,2023-10-02,I2,Bari,Como,draw,draw,3.12,10.0,True,21.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-01,2023-10-02,I2,Cremonese,Parma,draw,away,3.33,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-01,2023-10-02,I2,Sampdoria,Catanzaro,draw,away,3.38,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-06,2023-10-07,I2,Brescia,FeralpiSalo,draw,draw,3.22,10.0,True,22.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,T1,Antalyaspor,Galatasaray,away,away,1.65,10.0,True,6.5,"league|market_prob_bucket=T1|[0.55,1.00]",2023-10,2023-24
2023-10-07,2023-10-08,I2,Sudtirol,Catanzaro,draw,away,3.05,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,I2,Modena,Palermo,draw,away,3.1,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,I2,Reggiana,Bari,draw,draw,3.13,10.0,True,21.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,I2,Ascoli,Sampdoria,draw,draw,3.18,10.0,True,21.8,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,I2,Cittadella,Ternana,draw,draw,3.22,10.0,True,22.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-07,2023-10-08,I2,Venezia,Parma,draw,home,3.26,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-08,2023-10-09,T1,Besiktas,Istanbulspor,home,home,1.22,10.0,True,2.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-10,2023-24
2023-10-08,2023-10-09,T1,Kasimpasa,Fenerbahce,away,away,1.46,10.0,True,4.6,"league|market_prob_bucket=T1|[0.55,1.00]",2023-10,2023-24
2023-10-08,2023-10-09,I2,Como,Cremonese,draw,away,3.24,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-08,2023-10-09,I2,Spezia,Pisa,draw,draw,3.31,10.0,True,23.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-20,2023-10-21,I2,Parma,Como,draw,home,3.38,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-21,2023-10-22,T1,Galatasaray,Besiktas,home,home,1.62,10.0,True,6.2,"league|market_prob_bucket=T1|[0.55,1.00]",2023-10,2023-24
2023-10-21,2023-10-22,I2,Pisa,Cittadella,draw,home,3.1,10.0,False,-10.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
2023-10-21,2023-10-22,I2,Bari,Modena,draw,draw,3.15,10.0,True,21.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-10,2023-24
