rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|outcome|market_prob_bucket=SP1|away|[0.42,0.55)",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=I1|away|[0.55,1.00]",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=F2|home|[0.55,1.00]",AVG_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|odds_bucket=I1|away|[1.0,1.8)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=SP1|away|[0.42,0.55)",MAX_CLOSE,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]",AVG_CLOSE,34,-0.35,-1.03,34,340.0,-3.5,-1.03,33.2,1,3,1,2,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=SP1|home|[1.0,1.8)",B365_OPEN,18,-0.65,-3.61,18,180.0,-6.5,-3.61,18.3,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=SP1|home|[1.0,1.8)",AVG_OPEN,25,-1.19,-4.76,25,250.0,-11.9,-4.76,30.0,0,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",B365_CLOSE,7,-0.6,-8.57,7,70.0,-6.0,-8.57,20.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|odds_bucket|market_prob_bucket=SP1|[1.0,1.8)|[0.55,1.00]",B365_CLOSE,9,-0.94,-10.44,9,90.0,-9.4,-10.44,20.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|market_prob_bucket=SP1|[0.55,1.00]",B365_CLOSE,9,-0.94,-10.44,9,90.0,-9.4,-10.44,20.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|market_prob_bucket|favorite_relation=SP1|[0.55,1.00]|market_favorite",B365_CLOSE,9,-0.94,-10.44,9,90.0,-9.4,-10.44,20.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|draw|[3.5,4.0)",AVG_OPEN,17,-2.35,-13.82,17,170.0,-23.5,-13.82,73.4,1,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|draw|[3.5,4.0)",AVG_CLOSE,47,-6.94,-14.77,47,470.0,-69.4,-14.77,152.8,3,3,0,2,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|draw|[3.5,4.0)",MAX_CLOSE,34,-5.17,-15.21,34,340.0,-51.7,-15.21,125.8,1,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|away|[1.0,1.8)",B365_CLOSE,19,-3.37,-17.74,19,190.0,-33.7,-17.74,42.8,1,3,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|away|[1.0,1.8)",AVG_CLOSE,19,-3.39,-17.84,19,190.0,-33.9,-17.84,42.4,1,3,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|odds_bucket|market_prob_bucket=SP1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN,13,-2.32,-17.85,13,130.0,-23.2,-17.85,25.7,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|market_prob_bucket=SP1|[0.55,1.00]",AVG_OPEN,13,-2.32,-17.85,13,130.0,-23.2,-17.85,25.7,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|market_prob_bucket|favorite_relation=SP1|[0.55,1.00]|market_favorite",AVG_OPEN,13,-2.32,-17.85,13,130.0,-23.2,-17.85,25.7,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|draw|[3.5,4.0)",B365_OPEN,30,-8.3,-27.67,30,300.0,-83.0,-27.67,131.0,1,2,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|market_prob_bucket=I1|away|[0.55,1.00]",MAX_CLOSE,7,-2.05,-29.29,7,70.0,-20.5,-29.29,23.0,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
"league|outcome|odds_bucket=I1|draw|[3.5,4.0)",B365_CLOSE,12,-8.25,-68.75,12,120.0,-82.5,-68.75,82.5,0,1,0,1,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'drawdown>profit']"
