date,bets,staked,profit,equity,drawdown,risk_status,stake_multiplier,effective_budget,current_drawdown_fraction,rolling_max_drawdown_fraction
2026-01-04,5,50.0,11.9,1121.87,18.46,NORMAL,1.0,100.0,0.0266,0.0655
2026-01-05,0,0.0,0.0,1121.87,18.46,NORMAL,1.0,100.0,0.0162,0.0655
2026-01-06,1,10.0,8.0,1129.87,10.46,NORMAL,1.0,100.0,0.0162,0.0655
2026-01-07,0,0.0,0.0,1129.87,10.46,NORMAL,1.0,100.0,0.0092,0.0655
2026-01-08,0,0.0,0.0,1129.87,10.46,NORMAL,1.0,100.0,0.0092,0.0655
2026-01-09,0,0.0,0.0,1129.87,10.46,NORMAL,1.0,100.0,0.0092,0.0655
2026-01-10,5,50.0,-30.8,1099.07,41.26,NORMAL,1.0,100.0,0.0092,0.0655
2026-01-11,2,20.0,19.3,1118.37,21.96,NORMAL,1.0,100.0,0.0362,0.0655
2026-01-12,0,0.0,0.0,1118.37,21.96,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-13,0,0.0,0.0,1118.37,21.96,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-14,0,0.0,0.0,1118.37,21.96,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-15,0,0.0,0.0,1118.37,21.96,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-16,0,0.0,0.0,1118.37,21.96,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-17,9,90.0,13.7,1132.07,8.26,NORMAL,1.0,100.0,0.0193,0.0655
2026-01-18,1,10.0,8.5,1140.57,0.0,NORMAL,1.0,100.0,0.0072,0.0655
2026-01-19,3,30.0,3.4,1143.97,0.0,NORMAL,1.0,100.0,0.0,0.0655
2026-01-20,1,10.0,5.3,1149.27,0.0,NORMAL,1.0,100.0,0.0,0.0653
2026-01-21,0,0.0,0.0,1149.27,0.0,NORMAL,1.0,100.0,0.0,0.0401
2026-01-22,1,10.0,6.1,1155.37,0.0,NORMAL,1.0,100.0,0.0,0.0401
2026-01-23,2,20.0,1.2,1156.57,0.0,NORMAL,1.0,100.0,0.0,0.0399
2026-01-24,8,80.0,31.0,1187.57,0.0,NORMAL,1.0,100.0,0.0,0.0398
2026-01-25,4,40.0,3.3,1190.87,0.0,NORMAL,1.0,100.0,0.0,0.0388
2026-01-26,1,10.0,-10.0,1180.87,10.0,NORMAL,1.0,100.0,0.0,0.0387
2026-01-27,6,60.0,22.5,1203.37,0.0,NORMAL,1.0,100.0,0.0084,0.0387
2026-01-30,2,20.0,2.8,1206.17,0.0,NORMAL,1.0,100.0,0.0,0.0366
2026-01-31,10,100.0,7.9,1214.07,0.0,NORMAL,1.0,100.0,0.0,0.0366
2026-02-01,3,30.0,-2.0,1212.07,2.0,NORMAL,1.0,100.0,0.0,0.0363
2026-02-02,0,0.0,0.0,1212.07,2.0,NORMAL,1.0,100.0,0.0016,0.0363
2026-02-03,3,30.0,-15.5,1196.57,17.5,NORMAL,1.0,100.0,0.0016,0.0363
2026-02-04,0,0.0,0.0,1196.57,17.5,CAUTION,0.75,75.0,0.0144,0.0363
2026-02-05,0,0.0,0.0,1196.57,17.5,CAUTION,0.75,75.0,0.0144,0.0363
2026-02-06,2,15.0,2.48,1199.05,15.02,CAUTION,0.75,75.0,0.0144,0.0363
2026-02-07,8,80.0,62.9,1261.95,0.0,NORMAL,1.0,100.0,0.0124,0.0363
2026-02-08,2,20.0,-6.6,1255.35,6.6,NORMAL,1.0,100.0,0.0,0.0349
2026-02-09,2,20.0,0.7,1256.05,5.9,NORMAL,1.0,100.0,0.0052,0.0349
2026-02-10,2,20.0,-20.0,1236.05,25.9,NORMAL,1.0,100.0,0.0047,0.0349
2026-02-11,2,20.0,9.1,1245.15,16.8,NORMAL,1.0,100.0,0.0205,0.0349
2026-02-12,0,0.0,0.0,1245.15,16.8,NORMAL,1.0,100.0,0.0133,0.0349
2026-02-13,1,10.0,10.5,1255.65,6.3,NORMAL,1.0,100.0,0.0133,0.0349
2026-02-14,10,100.0,0.6,1256.25,5.7,NORMAL,1.0,100.0,0.005,0.0349
2026-02-15,7,70.0,2.0,1258.25,3.7,NORMAL,1.0,100.0,0.0045,0.0349
2026-02-16,2,20.0,2.8,1261.05,0.9,NORMAL,1.0,100.0,0.0029,0.0249
2026-02-17,4,40.0,-10.7,1250.35,11.6,NORMAL,1.0,100.0,0.0007,0.0244
2026-02-18,0,0.0,0.0,1250.35,11.6,NORMAL,1.0,100.0,0.0092,0.0244
2026-02-20,4,40.0,-16.3,1234.05,27.9,NORMAL,1.0,100.0,0.0092,0.0244
2026-02-21,10,75.0,-18.68,1215.37,46.58,CAUTION,0.75,75.0,0.0221,0.0244
2026-02-22,4,30.0,21.29,1236.66,25.29,CAUTION,0.75,75.0,0.0369,0.0369
2026-02-23,1,10.0,-10.0,1226.66,35.29,NORMAL,1.0,100.0,0.02,0.0369
2026-02-24,2,20.0,3.0,1229.66,32.29,NORMAL,1.0,100.0,0.028,0.0369
2026-02-25,1,10.0,2.1,1231.76,30.19,NORMAL,1.0,100.0,0.0256,0.0369
2026-02-27,0,0.0,0.0,1231.76,30.19,NORMAL,1.0,100.0,0.0239,0.0369
2026-02-28,10,100.0,34.3,1266.06,0.0,NORMAL,1.0,100.0,0.0239,0.0369
