columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
odds_bucket|market_prob_bucket,"[2.2,2.8)|[0.34,0.42)",625,16.22,2.6,51,28,23,2026-05,2.84,10.2855
league|odds_bucket|market_prob_bucket,"T1|[2.2,2.8)|[0.34,0.42)",625,16.22,2.6,51,28,23,2026-05,2.84,10.2855
outcome|odds_bucket,"draw|[3.5,4.0)",615,42.78,6.96,52,28,24,2026-05,0.03,8.7652
league|outcome|odds_bucket,"T1|draw|[3.5,4.0)",615,42.78,6.96,52,28,24,2026-05,0.03,8.7652
outcome|odds_bucket|market_prob_bucket,"draw|[3.5,4.0)|[0.20,0.28)",615,42.78,6.96,52,28,24,2026-05,0.03,8.7652
outcome|odds_bucket|favorite_relation,"draw|[3.5,4.0)|market_non_favorite",615,42.78,6.96,52,28,24,2026-05,0.03,8.7652
outcome|odds_bucket,"home|[1.0,1.8)",448,9.97,2.23,52,28,24,2026-05,-1.26,8.2448
league|outcome|odds_bucket,"T1|home|[1.0,1.8)",448,9.97,2.23,52,28,24,2026-05,-1.26,8.2448
outcome|odds_bucket|favorite_relation,"home|[1.0,1.8)|market_favorite",448,9.97,2.23,52,28,24,2026-05,-1.26,8.2448
outcome|favorite_relation,home|market_favorite,1227,24.0,1.96,52,28,24,2026-05,4.82,8.2152
league|outcome|favorite_relation,T1|home|market_favorite,1227,24.0,1.96,52,28,24,2026-05,4.82,8.2152
outcome|market_prob_bucket,"away|[0.42,0.55)",194,2.57,1.32,50,26,24,2026-05,0.75,4.1457
league|outcome|market_prob_bucket,"T1|away|[0.42,0.55)",194,2.57,1.32,50,26,24,2026-05,0.75,4.1457
outcome|market_prob_bucket|favorite_relation,"away|[0.42,0.55)|market_favorite",194,2.57,1.32,50,26,24,2026-05,0.75,4.1457
outcome|market_prob_bucket,"home|[0.34,0.42)",359,26.57,7.4,51,26,25,2026-05,5.84,2.8141
league|outcome|market_prob_bucket,"T1|home|[0.34,0.42)",359,26.57,7.4,51,26,25,2026-05,5.84,2.8141
outcome|odds_bucket|market_prob_bucket,"home|[2.2,2.8)|[0.34,0.42)",359,26.57,7.4,51,26,25,2026-05,5.84,2.8141
outcome|market_prob_bucket|favorite_relation,"home|[0.34,0.42)|market_favorite",290,15.1,5.21,51,26,25,2026-05,4.18,2.5728
market_prob_bucket|favorite_relation,"[0.34,0.42)|market_non_favorite",162,6.91,4.27,49,25,24,2026-05,0.66,2.4692
league|market_prob_bucket|favorite_relation,"T1|[0.34,0.42)|market_non_favorite",162,6.91,4.27,49,25,24,2026-05,0.66,2.4692
odds_bucket|market_prob_bucket|favorite_relation,"[2.2,2.8)|[0.34,0.42)|market_non_favorite",162,6.91,4.27,49,25,24,2026-05,0.66,2.4692
outcome|market_prob_bucket,"home|[0.55,1.00]",362,12.14,3.35,51,26,25,2026-05,0.74,2.3689
league|outcome|market_prob_bucket,"T1|home|[0.55,1.00]",362,12.14,3.35,51,26,25,2026-05,0.74,2.3689
outcome|odds_bucket|market_prob_bucket,"home|[1.0,1.8)|[0.55,1.00]",362,12.14,3.35,51,26,25,2026-05,0.74,2.3689
outcome|market_prob_bucket|favorite_relation,"home|[0.55,1.00]|market_favorite",362,12.14,3.35,51,26,25,2026-05,0.74,2.3689
