date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,won,unit_profit
2024-04-09,2024-04,E2,Bristol Rvs,Reading,draw,away,3.4,"[2.8,3.5)",0.2802446580347923,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E2,Bristol Rvs,Reading,away,away,2.45,"[2.2,2.8)",0.38891095400746684,"[0.34,0.42)",market_favorite,True,1.4500000000000002
2024-04-09,2024-04,E2,Blackpool,Fleetwood Town,home,home,1.65,"[1.0,1.8)",0.5746381507885073,"[0.55,1.00]",market_favorite,True,0.6499999999999999
2024-04-09,2024-04,E2,Blackpool,Fleetwood Town,draw,home,4.2,"[4.0,5.0)",0.22575070209548498,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E2,Blackpool,Fleetwood Town,away,home,4.75,"[4.0,5.0)",0.19961114711600778,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Southampton,Coventry,home,home,1.75,"[1.0,1.8)",0.5393258426966292,"[0.42,0.55)",market_favorite,True,0.75
2024-04-09,2024-04,E1,Southampton,Coventry,draw,home,4.0,"[4.0,5.0)",0.23595505617977527,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Southampton,Coventry,away,home,4.2,"[4.0,5.0)",0.2247191011235955,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Preston,Huddersfield,home,home,2.63,"[2.2,2.8)",0.3621113427484446,"[0.34,0.42)",market_favorite,True,1.63
2024-04-09,2024-04,E1,Preston,Huddersfield,draw,home,3.1,"[2.8,3.5)",0.30721059078335783,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Preston,Huddersfield,away,home,2.88,"[2.8,3.5)",0.33067806646819764,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Plymouth,QPR,home,draw,3.1,"[2.8,3.5)",0.30709067810068286,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Plymouth,QPR,draw,draw,3.25,"[2.8,3.5)",0.2929172621883437,"[0.28,0.34)",market_non_favorite,True,2.25
2024-04-09,2024-04,E1,Plymouth,QPR,away,draw,2.38,"[2.2,2.8)",0.39999205971097346,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-09,2024-04,E1,Millwall,Leicester,home,home,5.0,"[5.0,7.0)",0.18771075309104535,"[0.00,0.20)",market_non_favorite,True,4.0
2024-04-09,2024-04,E1,Millwall,Leicester,draw,home,3.75,"[3.5,4.0)",0.2502810041213938,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E1,Millwall,Leicester,away,home,1.67,"[1.0,1.8)",0.562008242787561,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-09,2024-04,E1,Leeds,Sunderland,home,draw,1.36,"[1.0,1.8)",0.6956875508543532,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-09,2024-04,E1,Leeds,Sunderland,draw,draw,4.75,"[4.0,5.0)",0.19918633034987795,"[0.00,0.20)",market_non_favorite,True,3.75
2024-04-09,2024-04,E1,Leeds,Sunderland,away,draw,9.0,"[7.0,inf)",0.10512611879576893,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E2,Cheltenham,Carlisle,home,away,1.67,"[1.0,1.8)",0.562008242787561,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-09,2024-04,E2,Cheltenham,Carlisle,draw,away,3.75,"[3.5,4.0)",0.2502810041213938,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-09,2024-04,E2,Cheltenham,Carlisle,away,away,5.0,"[5.0,7.0)",0.18771075309104535,"[0.00,0.20)",market_non_favorite,True,4.0
2024-04-10,2024-04,E2,Wycombe,Derby,home,draw,4.2,"[4.0,5.0)",0.2264963612060003,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E2,Wycombe,Derby,draw,draw,3.75,"[3.5,4.0)",0.25367592455072036,"[0.20,0.28)",market_non_favorite,True,2.75
2024-04-10,2024-04,E2,Wycombe,Derby,away,draw,1.83,"[1.8,2.2)",0.5198277142432793,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-10,2024-04,E2,Peterboro,Port Vale,home,home,1.44,"[1.0,1.8)",0.6554307116104868,"[0.55,1.00]",market_favorite,True,0.43999999999999995
2024-04-10,2024-04,E2,Peterboro,Port Vale,draw,home,4.5,"[4.0,5.0)",0.2097378277153558,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E2,Peterboro,Port Vale,away,home,7.0,"[7.0,inf)",0.1348314606741573,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,West Brom,Rotherham,home,home,1.25,"[1.0,1.8)",0.7556142668428005,"[0.55,1.00]",market_favorite,True,0.25
2024-04-10,2024-04,E1,West Brom,Rotherham,draw,home,5.5,"[5.0,7.0)",0.17173051519154556,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,West Brom,Rotherham,away,home,13.0,"[7.0,inf)",0.0726552179656539,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Swansea,Stoke,home,home,2.4,"[2.2,2.8)",0.3956834532374101,"[0.34,0.42)",market_favorite,True,1.4
2024-04-10,2024-04,E1,Swansea,Stoke,draw,home,3.3,"[2.8,3.5)",0.2877697841726619,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Swansea,Stoke,away,home,3.0,"[2.8,3.5)",0.31654676258992803,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Hull,Middlesbrough,home,draw,2.4,"[2.2,2.8)",0.39471577261809454,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-10,2024-04,E1,Hull,Middlesbrough,draw,draw,3.4,"[2.8,3.5)",0.27862289831865494,"[0.20,0.28)",market_non_favorite,True,2.4
2024-04-10,2024-04,E1,Hull,Middlesbrough,away,draw,2.9,"[2.8,3.5)",0.3266613290632506,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Bristol City,Blackburn,home,home,2.5,"[2.2,2.8)",0.38247011952191234,"[0.34,0.42)",market_favorite,True,1.5
2024-04-10,2024-04,E1,Bristol City,Blackburn,draw,home,3.2,"[2.8,3.5)",0.298804780876494,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Bristol City,Blackburn,away,home,3.0,"[2.8,3.5)",0.31872509960159356,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Birmingham,Cardiff,home,away,1.91,"[1.8,2.2)",0.49988098071887643,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-10,2024-04,E1,Birmingham,Cardiff,draw,away,3.5,"[3.5,4.0)",0.2727921923351583,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-10,2024-04,E1,Birmingham,Cardiff,away,away,4.2,"[4.0,5.0)",0.22732682694596523,"[0.20,0.28)",market_non_favorite,True,3.2
2024-04-10,2024-04,E1,Ipswich,Watford,home,draw,1.5,"[1.0,1.8)",0.6340391980175715,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-10,2024-04,E1,Ipswich,Watford,draw,draw,4.33,"[4.0,5.0)",0.2196440639783735,"[0.20,0.28)",market_non_favorite,True,3.33
2024-04-10,2024-04,E1,Ipswich,Watford,away,draw,6.5,"[5.0,7.0)",0.14631673800405498,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,I2,Modena,Catanzaro,home,away,2.05,"[1.8,2.2)",0.46444121915820036,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-12,2024-04,I2,Modena,Catanzaro,draw,away,3.2,"[2.8,3.5)",0.29753265602322204,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-12,2024-04,I2,Modena,Catanzaro,away,away,4.0,"[4.0,5.0)",0.23802612481857766,"[0.20,0.28)",market_non_favorite,True,3.0
2024-04-12,2024-04,SP2,Leganes,Espanol,home,draw,2.38,"[2.2,2.8)",0.3958218801539307,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-12,2024-04,SP2,Leganes,Espanol,draw,draw,2.88,"[2.8,3.5)",0.32710280373831774,"[0.28,0.34)",market_non_favorite,True,1.88
2024-04-12,2024-04,SP2,Leganes,Espanol,away,draw,3.4,"[2.8,3.5)",0.27707531610775155,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,SP1,Betis,Celta,home,home,2.1,"[1.8,2.2)",0.45092838196286467,"[0.42,0.55)",market_favorite,True,1.1
2024-04-12,2024-04,SP1,Betis,Celta,draw,home,3.4,"[2.8,3.5)",0.27851458885941643,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,SP1,Betis,Celta,away,home,3.5,"[3.5,4.0)",0.2705570291777188,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,P1,Gil Vicente,Sp Lisbon,home,away,11.0,"[7.0,inf)",0.08595988538681948,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,P1,Gil Vicente,Sp Lisbon,draw,away,6.0,"[5.0,7.0)",0.15759312320916904,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,P1,Gil Vicente,Sp Lisbon,away,away,1.25,"[1.0,1.8)",0.7564469914040115,"[0.55,1.00]",market_favorite,True,0.25
2024-04-12,2024-04,T1,Trabzonspor,Sivasspor,home,away,1.45,"[1.0,1.8)",0.6538661131292164,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-12,2024-04,T1,Trabzonspor,Sivasspor,draw,away,4.5,"[4.0,5.0)",0.21069019200830302,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,T1,Trabzonspor,Sivasspor,away,away,7.0,"[7.0,inf)",0.13544369486248053,"[0.00,0.20)",market_non_favorite,True,6.0
2024-04-12,2024-04,I1,Lazio,Salernitana,home,home,1.33,"[1.0,1.8)",0.7112375533428165,"[0.55,1.00]",market_favorite,True,0.33000000000000007
2024-04-12,2024-04,I1,Lazio,Salernitana,draw,home,5.0,"[5.0,7.0)",0.1891891891891892,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,I1,Lazio,Salernitana,away,home,9.5,"[7.0,inf)",0.09957325746799431,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,N1,Excelsior,Volendam,home,home,1.75,"[1.0,1.8)",0.5429892624813857,"[0.42,0.55)",market_favorite,True,0.75
2024-04-12,2024-04,N1,Excelsior,Volendam,draw,home,4.33,"[4.0,5.0)",0.21945293518300807,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,N1,Excelsior,Volendam,away,home,4.0,"[4.0,5.0)",0.23755780233560622,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,E1,Plymouth,Leicester,home,home,6.5,"[5.0,7.0)",0.14530005310674457,"[0.00,0.20)",market_non_favorite,True,5.5
2024-04-12,2024-04,E1,Plymouth,Leicester,draw,home,4.75,"[4.0,5.0)",0.19883165161975572,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-12,2024-04,E1,Plymouth,Leicester,away,home,1.44,"[1.0,1.8)",0.6558682952734998,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-12,2024-04,D2,Hertha,Hansa Rostock,home,home,1.73,"[1.0,1.8)",0.5496094879953717,"[0.42,0.55)",market_favorite,True,0.73
2024-04-12,2024-04,D2,Hertha,Hansa Rostock,draw,home,3.8,"[3.5,4.0)",0.25021695111368236,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,D2,Hertha,Hansa Rostock,away,home,4.75,"[4.0,5.0)",0.20017356089094587,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,D2,Greuther Furth,Kaiserslautern,home,home,2.75,"[2.2,2.8)",0.34653465346534656,"[0.34,0.42)",market_non_favorite,True,1.75
2024-04-12,2024-04,D2,Greuther Furth,Kaiserslautern,draw,home,3.5,"[3.5,4.0)",0.2722772277227723,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,D2,Greuther Furth,Kaiserslautern,away,home,2.5,"[2.2,2.8)",0.38118811881188125,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-12,2024-04,D1,Augsburg,Union Berlin,home,home,2.1,"[1.8,2.2)",0.4473684210526316,"[0.42,0.55)",market_favorite,True,1.1
2024-04-12,2024-04,D1,Augsburg,Union Berlin,draw,home,3.4,"[2.8,3.5)",0.27631578947368424,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,D1,Augsburg,Union Berlin,away,home,3.4,"[2.8,3.5)",0.27631578947368424,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,B1,St Truiden,Standard,home,draw,2.15,"[1.8,2.2)",0.43785365853658537,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-12,2024-04,B1,St Truiden,Standard,draw,draw,3.4,"[2.8,3.5)",0.27687804878048783,"[0.20,0.28)",market_non_favorite,True,2.4
2024-04-12,2024-04,B1,St Truiden,Standard,away,draw,3.3,"[2.8,3.5)",0.28526829268292686,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-12,2024-04,F1,Metz,Lens,home,home,5.0,"[5.0,7.0)",0.1895910780669145,"[0.00,0.20)",market_non_favorite,True,4.0
2024-04-12,2024-04,F1,Metz,Lens,draw,home,3.75,"[3.5,4.0)",0.2527881040892193,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-12,2024-04,F1,Metz,Lens,away,home,1.7,"[1.0,1.8)",0.5576208178438662,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Cosenza,Palermo,home,draw,2.88,"[2.8,3.5)",0.3303964757709251,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Cosenza,Palermo,draw,draw,3.0,"[2.8,3.5)",0.31718061674008813,"[0.28,0.34)",market_non_favorite,True,2.0
2024-04-13,2024-04,I2,Cosenza,Palermo,away,draw,2.7,"[2.2,2.8)",0.3524229074889868,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Como,Bari,home,home,1.7,"[1.0,1.8)",0.5613668061366807,"[0.55,1.00]",market_favorite,True,0.7
2024-04-13,2024-04,I2,Como,Bari,draw,home,3.5,"[3.5,4.0)",0.27266387726638774,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Como,Bari,away,home,5.75,"[5.0,7.0)",0.16596931659693168,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Cittadella,Ascoli,home,draw,2.15,"[1.8,2.2)",0.4427849769382824,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Cittadella,Ascoli,draw,draw,2.88,"[2.8,3.5)",0.33055128486712054,"[0.28,0.34)",market_non_favorite,True,1.88
2024-04-13,2024-04,I2,Cittadella,Ascoli,away,draw,4.2,"[4.0,5.0)",0.22666373819459695,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I1,Torino,Juventus,home,draw,3.75,"[3.5,4.0)",0.25287356321839083,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I1,Torino,Juventus,draw,draw,3.0,"[2.8,3.5)",0.3160919540229885,"[0.28,0.34)",market_non_favorite,True,2.0
2024-04-13,2024-04,I1,Torino,Juventus,away,draw,2.2,"[2.2,2.8)",0.4310344827586207,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,I1,Lecce,Empoli,home,home,2.25,"[2.2,2.8)",0.42538593481989706,"[0.42,0.55)",market_favorite,True,1.25
2024-04-13,2024-04,I1,Lecce,Empoli,draw,home,3.1,"[2.8,3.5)",0.30874785591766724,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I1,Lecce,Empoli,away,home,3.6,"[3.5,4.0)",0.2658662092624357,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I1,Bologna,Monza,home,draw,1.55,"[1.0,1.8)",0.6150206978119456,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-13,2024-04,I1,Bologna,Monza,draw,draw,4.0,"[4.0,5.0)",0.23832052040212892,"[0.20,0.28)",market_non_favorite,True,3.0
2024-04-13,2024-04,I1,Bologna,Monza,away,draw,6.5,"[5.0,7.0)",0.1466587817859255,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-13,2024-04,G1,Volos NFC,Atromitos,home,draw,2.05,"[1.8,2.2)",0.4665769403319875,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,G1,Volos NFC,Atromitos,draw,draw,3.25,"[2.8,3.5)",0.294302377747869,"[0.28,0.34)",market_non_favorite,True,2.25
2024-04-13,2024-04,G1,Volos NFC,Atromitos,away,draw,4.0,"[4.0,5.0)",0.23912068192014357,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,G1,Panserraikos,OFI Crete,home,draw,2.38,"[2.2,2.8)",0.39999205971097346,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-13,2024-04,G1,Panserraikos,OFI Crete,draw,draw,3.1,"[2.8,3.5)",0.30709067810068286,"[0.28,0.34)",market_non_favorite,True,2.1
2024-04-13,2024-04,G1,Panserraikos,OFI Crete,away,draw,3.25,"[2.8,3.5)",0.2929172621883437,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,G1,Kifisia,Panetolikos,home,away,2.2,"[2.2,2.8)",0.4317656129529684,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,G1,Kifisia,Panetolikos,draw,away,3.2,"[2.8,3.5)",0.2968388589051658,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,G1,Kifisia,Panetolikos,away,away,3.5,"[3.5,4.0)",0.27139552814186585,"[0.20,0.28)",market_non_favorite,True,2.5
2024-04-13,2024-04,G1,Giannina,Asteras Tripolis,home,away,2.45,"[2.2,2.8)",0.38902743142144636,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-13,2024-04,G1,Giannina,Asteras Tripolis,draw,away,3.25,"[2.8,3.5)",0.2932668329177058,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,G1,Giannina,Asteras Tripolis,away,away,3.0,"[2.8,3.5)",0.31770573566084787,"[0.28,0.34)",market_non_favorite,True,2.0
2024-04-13,2024-04,F2,Quevilly Rouen,Auxerre,home,home,3.75,"[3.5,4.0)",0.24821002386634847,"[0.20,0.28)",market_non_favorite,True,2.75
2024-04-13,2024-04,F2,Quevilly Rouen,Auxerre,draw,home,3.25,"[2.8,3.5)",0.2863961813842482,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Quevilly Rouen,Auxerre,away,home,2.0,"[1.8,2.2)",0.46539379474940334,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,F2,Troyes,Paris FC,home,away,3.3,"[2.8,3.5)",0.2829028290282903,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Troyes,Paris FC,draw,away,3.0,"[2.8,3.5)",0.31119311193111926,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Troyes,Paris FC,away,away,2.3,"[2.2,2.8)",0.40590405904059046,"[0.34,0.42)",market_favorite,True,1.2999999999999998
2024-04-13,2024-04,I2,Cremonese,Ternana,home,away,1.57,"[1.0,1.8)",0.600404620505123,"[0.55,1.00]",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Cremonese,Ternana,draw,away,4.0,"[4.0,5.0)",0.2356588135482608,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Cremonese,Ternana,away,away,5.75,"[5.0,7.0)",0.1639365659466162,"[0.00,0.20)",market_non_favorite,True,4.75
2024-04-13,2024-04,F2,Laval,Annecy,home,away,2.2,"[2.2,2.8)",0.4243156199677939,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,F2,Laval,Annecy,draw,away,3.1,"[2.8,3.5)",0.30112721417069244,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Laval,Annecy,away,away,3.4,"[2.8,3.5)",0.2745571658615137,"[0.20,0.28)",market_non_favorite,True,2.4
2024-04-13,2024-04,F2,Dunkerque,Guingamp,home,away,3.5,"[3.5,4.0)",0.2661741214057508,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Dunkerque,Guingamp,draw,away,3.1,"[2.8,3.5)",0.30051916932907347,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Dunkerque,Guingamp,away,away,2.15,"[1.8,2.2)",0.4333067092651757,"[0.42,0.55)",market_favorite,True,1.15
2024-04-13,2024-04,F2,Concarneau,Amiens,home,draw,2.8,"[2.8,3.5)",0.3335588061215862,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Concarneau,Amiens,draw,draw,3.0,"[2.8,3.5)",0.31132155238014714,"[0.28,0.34)",market_non_favorite,True,2.0
2024-04-13,2024-04,F2,Concarneau,Amiens,away,draw,2.63,"[2.2,2.8)",0.35511964149826675,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-13,2024-04,F2,Bordeaux,Bastia,home,away,2.0,"[1.8,2.2)",0.4674220963172804,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,F2,Bordeaux,Bastia,draw,away,3.3,"[2.8,3.5)",0.28328611898017,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Bordeaux,Bastia,away,away,3.75,"[3.5,4.0)",0.24929178470254953,"[0.20,0.28)",market_non_favorite,True,2.75
2024-04-13,2024-04,F2,Ajaccio,St Etienne,home,home,4.0,"[4.0,5.0)",0.23339658444022768,"[0.20,0.28)",market_non_favorite,True,3.0
2024-04-13,2024-04,F2,Ajaccio,St Etienne,draw,home,3.0,"[2.8,3.5)",0.31119544592030357,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Ajaccio,St Etienne,away,home,2.05,"[1.8,2.2)",0.45540796963946867,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,F1,Strasbourg,Reims,home,home,2.55,"[2.2,2.8)",0.37101212924268684,"[0.34,0.42)",market_favorite,True,1.5499999999999998
2024-04-13,2024-04,F1,Strasbourg,Reims,draw,home,3.25,"[2.8,3.5)",0.2911018244827235,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F1,Strasbourg,Reims,away,home,2.8,"[2.8,3.5)",0.33788604627458974,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F1,Rennes,Toulouse,home,away,1.8,"[1.8,2.2)",0.5220012055455093,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,F1,Rennes,Toulouse,draw,away,3.6,"[3.5,4.0)",0.26100060277275466,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F1,Rennes,Toulouse,away,away,4.33,"[4.0,5.0)",0.21699819168173598,"[0.20,0.28)",market_non_favorite,True,3.33
2024-04-13,2024-04,E3,Wrexham,Forest Green,home,home,1.4,"[1.0,1.8)",0.6818181818181818,"[0.55,1.00]",market_favorite,True,0.3999999999999999
2024-04-13,2024-04,E3,Wrexham,Forest Green,draw,home,5.0,"[5.0,7.0)",0.19090909090909092,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-13,2024-04,E3,Wrexham,Forest Green,away,home,7.5,"[7.0,inf)",0.12727272727272726,"[0.00,0.20)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Valenciennes,Pau FC,home,away,3.0,"[2.8,3.5)",0.3097657234024687,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Valenciennes,Pau FC,draw,away,3.1,"[2.8,3.5)",0.2997732807120665,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,F2,Valenciennes,Pau FC,away,away,2.38,"[2.2,2.8)",0.3904609958854648,"[0.34,0.42)",market_favorite,True,1.38
2024-04-13,2024-04,I2,Lecco,Reggiana,home,home,3.0,"[2.8,3.5)",0.3170731707317074,"[0.28,0.34)",market_non_favorite,True,2.0
2024-04-13,2024-04,I2,Lecco,Reggiana,draw,home,3.0,"[2.8,3.5)",0.3170731707317074,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Lecco,Reggiana,away,home,2.6,"[2.2,2.8)",0.3658536585365854,"[0.34,0.42)",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Sampdoria,Sudtirol,home,away,1.95,"[1.8,2.2)",0.48657187993680884,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,I2,Sampdoria,Sudtirol,draw,away,3.3,"[2.8,3.5)",0.287519747235387,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Sampdoria,Sudtirol,away,away,4.2,"[4.0,5.0)",0.22590837282780407,"[0.20,0.28)",market_non_favorite,True,3.2
2024-04-13,2024-04,I2,Pisa,FeralpiSalo,home,home,1.91,"[1.8,2.2)",0.49919322307382014,"[0.42,0.55)",market_favorite,True,0.9099999999999999
2024-04-13,2024-04,I2,Pisa,FeralpiSalo,draw,home,3.3,"[2.8,3.5)",0.28892698668818073,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,I2,Pisa,FeralpiSalo,away,home,4.5,"[4.0,5.0)",0.2118797902379992,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,T1,Kasimpasa,Konyaspor,home,away,2.05,"[1.8,2.2)",0.46400294605045117,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,T1,Kasimpasa,Konyaspor,draw,away,3.5,"[3.5,4.0)",0.2717731541152642,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,T1,Kasimpasa,Konyaspor,away,away,3.6,"[3.5,4.0)",0.2642238998342847,"[0.20,0.28)",market_non_favorite,True,2.6
2024-04-13,2024-04,T1,Besiktas,Samsunspor,home,draw,1.75,"[1.0,1.8)",0.5449330783938815,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,T1,Besiktas,Samsunspor,draw,draw,3.75,"[3.5,4.0)",0.25430210325047803,"[0.20,0.28)",market_non_favorite,True,2.75
2024-04-13,2024-04,T1,Besiktas,Samsunspor,away,draw,4.75,"[4.0,5.0)",0.20076481835564056,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,T1,Ankaragucu,Gaziantep,home,home,1.91,"[1.8,2.2)",0.4992827177367116,"[0.42,0.55)",market_favorite,True,0.9099999999999999
2024-04-13,2024-04,T1,Ankaragucu,Gaziantep,draw,home,3.4,"[2.8,3.5)",0.28047940908150565,"[0.28,0.34)",market_non_favorite,False,-1.0
2024-04-13,2024-04,T1,Ankaragucu,Gaziantep,away,home,4.33,"[4.0,5.0)",0.2202378731817827,"[0.20,0.28)",market_non_favorite,False,-1.0
2024-04-13,2024-04,T1,Ad. Demirspor,Kayserispor,home,draw,1.91,"[1.8,2.2)",0.49799419006778256,"[0.42,0.55)",market_favorite,False,-1.0
2024-04-13,2024-04,T1,Ad. Demirspor,Kayserispor,draw,draw,3.6,"[3.5,4.0)",0.2642135841748513,"[0.20,0.28)",market_non_favorite,True,2.6
