validation_start,validation_end,rule_key,odds_source,rule_label,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
2020-01,2020-12,"PS_CLOSE::league|outcome|odds_bucket=JPN|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=JPN|away|[2.2,2.8)",437,48.67,11.14,60,36,24,2019-12,0.81,35.2487
2020-07,2021-06,"PS_CLOSE::league|outcome|market_prob_bucket=BRA|home|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=BRA|home|[0.42,0.55)",696,31.88,4.58,48,31,17,2019-12,2.46,32.6263
2020-07,2021-06,"PS_CLOSE::league|outcome|market_prob_bucket=DNK|home|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=DNK|home|[0.42,0.55)",364,25.86,7.1,60,34,26,2020-06,0.99,23.1754
2020-07,2021-06,"AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[4.0,5.0)",AVG_CLOSE,"league|outcome|odds_bucket=SWE|away|[4.0,5.0)",173,25.69,14.85,43,23,20,2020-06,0.09,20.9982
2021-01,2021-12,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",413,79.94,19.36,58,39,19,2020-12,2.64,59.5495
2021-01,2021-12,"PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",182,39.04,21.45,57,32,25,2020-12,2.05,35.6651
2021-01,2021-12,"PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",244,20.35,8.34,42,26,16,2020-11,6.15,28.4236
2021-07,2022-06,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",415,67.19,16.19,59,39,20,2021-06,3.3,54.3523
2021-07,2022-06,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",183,24.41,13.34,53,31,22,2021-05,0.19,31.4722
2021-07,2022-06,"PS_CLOSE::league|outcome|odds_bucket=SWE|draw|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=SWE|draw|[2.8,3.5)",392,56.6,14.44,44,24,20,2021-05,15.4,22.5832
2022-01,2022-12,"PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=RUS|home|[2.2,2.8)",298,38.31,12.86,54,37,17,2021-12,0.2,52.9843
2022-01,2022-12,"PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)",166,20.09,12.1,57,37,20,2021-12,1.0,46.2234
2022-01,2022-12,"PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",196,40.93,20.88,58,34,24,2021-12,0.95,41.0915
2022-07,2023-06,"PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=RUS|home|[2.2,2.8)",295,39.95,13.54,54,37,17,2022-05,2.47,53.6778
2022-07,2023-06,"PS_CLOSE::league|outcome|odds_bucket=SWZ|away|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=SWZ|away|[2.8,3.5)",223,29.46,13.21,60,33,27,2022-05,3.96,25.3429
2022-07,2023-06,"PS_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",251,28.49,11.35,38,21,17,2022-06,10.72,19.4641
2023-01,2023-12,"PS_CLOSE::league|outcome|odds_bucket=FIN|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=FIN|away|[2.2,2.8)",173,27.68,16.0,41,26,15,2022-10,1.06,38.16
2023-01,2023-12,"AVG_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",268,34.96,13.04,37,22,15,2022-12,8.62,27.1752
2023-01,2023-12,"AVG_CLOSE::league|outcome|odds_bucket=ARG|away|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=ARG|away|[1.8,2.2)",187,16.95,9.06,51,27,23,2022-10,2.27,17.1548
2023-07,2024-06,"PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",154,23.53,15.28,39,26,13,2023-06,1.13,41.432
2023-07,2024-06,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",213,35.01,16.44,57,33,24,2023-06,0.57,34.601
2023-07,2024-06,"PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",179,16.56,9.25,54,33,21,2023-05,2.06,33.3439
2024-01,2024-12,"PS_CLOSE::league|outcome|odds_bucket=FIN|away|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=FIN|away|[2.8,3.5)",180,40.21,22.34,39,28,11,2023-11,1.82,56.5623
2024-01,2024-12,"AVG_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",285,46.73,16.4,38,22,16,2023-10,1.15,28.5605
2024-01,2024-12,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",211,34.45,16.33,56,31,25,2023-11,0.89,28.4903
2024-07,2025-06,"AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",AVG_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",194,21.87,11.27,56,32,23,2024-05,2.65,29.3859
2024-07,2025-06,"PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.8,3.5)",PS_CLOSE,"league|outcome|odds_bucket=SWE|away|[2.8,3.5)",219,13.18,6.02,47,27,20,2024-06,1.81,20.0784
2024-07,2025-06,"PS_CLOSE::league|outcome|odds_bucket=DNK|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=DNK|away|[2.2,2.8)",250,14.58,5.83,56,29,27,2024-05,0.71,9.8903
2025-01,2025-12,"AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=AUT|away|[1.8,2.2)",151,26.77,17.73,52,34,17,2024-11,2.06,51.9058
2025-01,2025-12,"AVG_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",301,49.42,16.42,40,24,16,2024-10,2.27,32.5828
2025-01,2025-12,"PS_CLOSE::league|outcome|odds_bucket=FIN|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=FIN|away|[2.2,2.8)",178,28.93,16.25,40,23,17,2024-10,5.15,28.4153
