columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
league|outcome,USA|home,6034,126.86,2.1,143,81,62,2026-05,-8.37,38.2313
odds_bucket|market_prob_bucket,"[2.8,3.5)|[0.28,0.34)",2039,72.77,3.57,134,75,59,2026-05,-15.0,32.3926
league|odds_bucket|market_prob_bucket,"USA|[2.8,3.5)|[0.28,0.34)",2039,72.77,3.57,134,75,59,2026-05,-15.0,32.3926
odds_bucket|market_prob_bucket|favorite_relation,"[2.8,3.5)|[0.28,0.34)|market_non_favorite",2039,72.77,3.57,134,75,59,2026-05,-15.0,32.3926
odds_bucket,"[2.8,3.5)",2438,85.64,3.51,134,75,59,2026-05,-12.4,32.3864
league|odds_bucket,"USA|[2.8,3.5)",2438,85.64,3.51,134,75,59,2026-05,-12.4,32.3864
outcome|market_prob_bucket,"home|[0.55,1.00]",1771,34.69,1.96,136,76,60,2026-05,-2.06,32.2155
league|outcome|market_prob_bucket,"USA|home|[0.55,1.00]",1771,34.69,1.96,136,76,60,2026-05,-2.06,32.2155
outcome|market_prob_bucket|favorite_relation,"home|[0.55,1.00]|market_favorite",1771,34.69,1.96,136,76,60,2026-05,-2.06,32.2155
outcome|odds_bucket,"home|[1.8,2.2)",1960,30.85,1.57,140,78,62,2026-05,-3.14,32.1731
league|outcome|odds_bucket,"USA|home|[1.8,2.2)",1960,30.85,1.57,140,78,62,2026-05,-3.14,32.1731
outcome|odds_bucket|favorite_relation,"home|[1.8,2.2)|market_favorite",1960,30.85,1.57,140,78,62,2026-05,-3.14,32.1731
outcome|odds_bucket|market_prob_bucket,"home|[1.8,2.2)|[0.42,0.55)",1790,28.09,1.57,139,77,62,2026-05,-3.14,30.1726
outcome|favorite_relation,home|market_favorite,5234,66.22,1.27,143,79,64,2026-05,-4.67,30.1392
league|outcome|favorite_relation,USA|home|market_favorite,5234,66.22,1.27,143,79,64,2026-05,-4.67,30.1392
market_prob_bucket,"[0.55,1.00]",1809,30.09,1.66,136,75,61,2026-05,-2.42,28.183
league|market_prob_bucket,"USA|[0.55,1.00]",1809,30.09,1.66,136,75,61,2026-05,-2.42,28.183
market_prob_bucket|favorite_relation,"[0.55,1.00]|market_favorite",1809,30.09,1.66,136,75,61,2026-05,-2.42,28.183
league|market_prob_bucket|favorite_relation,"USA|[0.55,1.00]|market_favorite",1809,30.09,1.66,136,75,61,2026-05,-2.42,28.183
odds_bucket|favorite_relation,"[2.8,3.5)|market_non_favorite",2361,94.36,4.0,134,73,61,2026-05,-12.4,24.4396
league|odds_bucket|favorite_relation,"USA|[2.8,3.5)|market_non_favorite",2361,94.36,4.0,134,73,61,2026-05,-12.4,24.4396
market_prob_bucket,"[0.28,0.34)",2771,55.83,2.01,134,73,61,2026-05,-15.0,24.2216
league|market_prob_bucket,"USA|[0.28,0.34)",2771,55.83,2.01,134,73,61,2026-05,-15.0,24.2216
market_prob_bucket|favorite_relation,"[0.28,0.34)|market_non_favorite",2771,55.83,2.01,134,73,61,2026-05,-15.0,24.2216
league|market_prob_bucket|favorite_relation,"USA|[0.28,0.34)|market_non_favorite",2771,55.83,2.01,134,73,61,2026-05,-15.0,24.2216
outcome|odds_bucket|market_prob_bucket,"away|[1.8,2.2)|[0.42,0.55)",151,10.07,6.67,67,38,28,2026-05,-1.74,20.7336
outcome|odds_bucket,"away|[1.8,2.2)",157,9.57,6.1,67,38,28,2026-05,-1.74,20.6705
league|outcome|odds_bucket,"USA|away|[1.8,2.2)",157,9.57,6.1,67,38,28,2026-05,-1.74,20.6705
outcome|odds_bucket|favorite_relation,"away|[1.8,2.2)|market_favorite",157,9.57,6.1,67,38,28,2026-05,-1.74,20.6705
market_prob_bucket,"[0.42,0.55)",2838,53.14,1.87,140,75,65,2026-05,-6.15,20.206
league|market_prob_bucket,"USA|[0.42,0.55)",2838,53.14,1.87,140,75,65,2026-05,-6.15,20.206
market_prob_bucket|favorite_relation,"[0.42,0.55)|market_favorite",2838,53.14,1.87,140,75,65,2026-05,-6.15,20.206
league|market_prob_bucket|favorite_relation,"USA|[0.42,0.55)|market_favorite",2838,53.14,1.87,140,75,65,2026-05,-6.15,20.206
outcome|odds_bucket,"draw|[2.8,3.5)",617,27.38,4.44,106,57,49,2026-05,-1.0,16.4881
league|outcome|odds_bucket,"USA|draw|[2.8,3.5)",617,27.38,4.44,106,57,49,2026-05,-1.0,16.4881
outcome|odds_bucket|favorite_relation,"draw|[2.8,3.5)|market_non_favorite",617,27.38,4.44,106,57,49,2026-05,-1.0,16.4881
outcome|odds_bucket|market_prob_bucket,"draw|[2.8,3.5)|[0.28,0.34)",614,23.46,3.82,106,56,50,2026-05,-1.0,12.4203
outcome|market_prob_bucket,"home|[0.42,0.55)",2532,39.66,1.57,140,72,67,2026-05,-5.69,10.1723
league|outcome|market_prob_bucket,"USA|home|[0.42,0.55)",2532,39.66,1.57,140,72,67,2026-05,-5.69,10.1723
outcome|market_prob_bucket|favorite_relation,"home|[0.42,0.55)|market_favorite",2532,39.66,1.57,140,72,67,2026-05,-5.69,10.1723
outcome|odds_bucket,"home|[2.2,2.8)",1684,14.37,0.85,131,68,63,2026-05,1.28,10.0939
league|outcome|odds_bucket,"USA|home|[2.2,2.8)",1684,14.37,0.85,131,68,63,2026-05,1.28,10.0939
favorite_relation,market_favorite,6034,31.07,0.51,143,74,69,2026-05,-4.26,10.0566
league|favorite_relation,USA|market_favorite,6034,31.07,0.51,143,74,69,2026-05,-4.26,10.0566
outcome|odds_bucket|market_prob_bucket,"away|[2.2,2.8)|[0.42,0.55)",153,5.41,3.54,79,40,39,2026-05,1.28,2.389
outcome|odds_bucket|favorite_relation,"home|[2.2,2.8)|market_favorite",1608,8.55,0.53,131,66,65,2026-05,0.53,2.0585
