columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
league|outcome|market_prob_bucket,"WORLD_CUP|away|[0.28,0.34)",76,16.81,22.12,21,11,10,2026-06,-5.0,4.433
odds_bucket|favorite_relation,"[2.8,3.5)|market_non_favorite",426,13.37,3.14,22,12,10,2026-06,-9.85,4.3452
league|odds_bucket|favorite_relation,"WORLD_CUP|[2.8,3.5)|market_non_favorite",426,13.37,3.14,22,12,10,2026-06,-9.85,4.3452
outcome|odds_bucket|market_prob_bucket,"draw|[4.0,5.0)|[0.20,0.28)",196,2.4,1.22,20,11,9,2026-06,-5.65,4.1347
outcome|odds_bucket,"draw|[4.0,5.0)",202,1.3,0.64,20,11,9,2026-06,-5.65,4.0708
league|outcome|odds_bucket,"WORLD_CUP|draw|[4.0,5.0)",202,1.3,0.64,20,11,9,2026-06,-5.65,4.0708
outcome|odds_bucket|favorite_relation,"draw|[4.0,5.0)|market_non_favorite",202,1.3,0.64,20,11,9,2026-06,-5.65,4.0708
outcome|odds_bucket|favorite_relation,"away|[2.8,3.5)|market_non_favorite",75,12.73,16.97,21,11,10,2026-06,-6.0,3.8671
outcome|market_prob_bucket,"draw|[0.20,0.28)",363,25.86,7.12,21,11,10,2026-06,1.25,2.7836
league|outcome|market_prob_bucket,"WORLD_CUP|draw|[0.20,0.28)",363,25.86,7.12,21,11,10,2026-06,1.25,2.7836
outcome|market_prob_bucket|favorite_relation,"draw|[0.20,0.28)|market_non_favorite",363,25.86,7.12,21,11,10,2026-06,1.25,2.7836
outcome|market_prob_bucket,"home|[0.20,0.28)",102,6.16,6.04,19,10,9,2026-06,3.3,2.6643
league|outcome|market_prob_bucket,"WORLD_CUP|home|[0.20,0.28)",102,6.16,6.04,19,10,9,2026-06,3.3,2.6643
outcome|market_prob_bucket|favorite_relation,"home|[0.20,0.28)|market_non_favorite",102,6.16,6.04,19,10,9,2026-06,3.3,2.6643
market_prob_bucket,"[0.20,0.28)",585,30.29,5.18,21,11,10,2026-06,-1.45,2.5696
league|market_prob_bucket,"WORLD_CUP|[0.20,0.28)",585,30.29,5.18,21,11,10,2026-06,-1.45,2.5696
market_prob_bucket|favorite_relation,"[0.20,0.28)|market_non_favorite",585,30.29,5.18,21,11,10,2026-06,-1.45,2.5696
league|market_prob_bucket|favorite_relation,"WORLD_CUP|[0.20,0.28)|market_non_favorite",585,30.29,5.18,21,11,10,2026-06,-1.45,2.5696
odds_bucket|market_prob_bucket|favorite_relation,"[2.8,3.5)|[0.34,0.42)|market_favorite",30,1.52,5.07,11,6,5,2025-10,-2.0,2.5573
outcome|odds_bucket,"home|[2.8,3.5)",76,2.99,3.93,19,10,9,2026-06,2.35,2.4328
league|outcome|odds_bucket,"WORLD_CUP|home|[2.8,3.5)",76,2.99,3.93,19,10,9,2026-06,2.35,2.4328
outcome|odds_bucket|market_prob_bucket,"away|[1.0,1.8)|[0.55,1.00]",271,5.15,1.9,19,10,9,2026-06,2.19,2.209
outcome|odds_bucket,"away|[1.0,1.8)",273,4.92,1.8,19,10,9,2026-06,2.19,2.1982
league|outcome|odds_bucket,"WORLD_CUP|away|[1.0,1.8)",273,4.92,1.8,19,10,9,2026-06,2.19,2.1982
outcome|odds_bucket|favorite_relation,"away|[1.0,1.8)|market_favorite",273,4.92,1.8,19,10,9,2026-06,2.19,2.1982
outcome|market_prob_bucket,"away|[0.55,1.00]",278,2.1,0.76,19,10,9,2026-06,2.19,2.0831
league|outcome|market_prob_bucket,"WORLD_CUP|away|[0.55,1.00]",278,2.1,0.76,19,10,9,2026-06,2.19,2.0831
outcome|market_prob_bucket|favorite_relation,"away|[0.55,1.00]|market_favorite",278,2.1,0.76,19,10,9,2026-06,2.19,2.0831
odds_bucket,"[1.0,1.8)",725,3.34,0.46,21,11,10,2026-06,2.72,2.0507
league|odds_bucket,"WORLD_CUP|[1.0,1.8)",725,3.34,0.46,21,11,10,2026-06,2.72,2.0507
odds_bucket|favorite_relation,"[1.0,1.8)|market_favorite",725,3.34,0.46,21,11,10,2026-06,2.72,2.0507
league|odds_bucket|favorite_relation,"WORLD_CUP|[1.0,1.8)|market_favorite",725,3.34,0.46,21,11,10,2026-06,2.72,2.0507
odds_bucket,"[4.0,5.0)",337,1.46,0.43,21,11,10,2026-06,-6.95,2.0477
league|odds_bucket,"WORLD_CUP|[4.0,5.0)",337,1.46,0.43,21,11,10,2026-06,-6.95,2.0477
odds_bucket|favorite_relation,"[4.0,5.0)|market_non_favorite",337,1.46,0.43,21,11,10,2026-06,-6.95,2.0477
league|odds_bucket|favorite_relation,"WORLD_CUP|[4.0,5.0)|market_non_favorite",337,1.46,0.43,21,11,10,2026-06,-6.95,2.0477
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.55,1.00]",722,2.82,0.39,21,11,10,2026-06,2.72,2.043
league|odds_bucket|market_prob_bucket,"WORLD_CUP|[1.0,1.8)|[0.55,1.00]",722,2.82,0.39,21,11,10,2026-06,2.72,2.043
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.55,1.00]|market_favorite",722,2.82,0.39,21,11,10,2026-06,2.72,2.043
